Mol_Weight	AlogP	PSA	HBA	HBD	QED_Weighted	Arom_Rings	Mol_Species	Smiles
415.53	4.61	58.36	5	1	0.68	3	2	CN(C1CCc2c(C1)c3cc(F)ccc3n2CC(=O)O)c4nc(cs4)C(C)(C)C
428.44	4.35	81.87	6	0	0.47	4	3	CCOc1ccc(cc1OC)C2N(C(=O)C3=C2C(=O)c4ccccc4O3)c5ccccn5
427.84	5.11	100.52	7	0	0.41	3	3	COc1ccc(c(c1OC)c2oc(nn2)C3=C(Cl)c4ccccc4CCC3)[N+](=O)[O-]
437.45	0.93	114.04	6	2	0.67	2	3	COc1ccc(cc1)C(=O)NNC(=O)c2ccc(F)c(c2)S(=O)(=O)N3CCOCC3
479.53	5.48	88.69	7	1	0.36	4	2	CCc1cc(CN2CC(C2)C(=O)O)sc1c3noc(n3)c4ccc(Oc5ccccc5)c(F)c4
420.54	3.62	77.3	5	0	0.65	3	3	Cc1cc(C)c2cc(C#N)c(nc2c1)N3CCCN(CC3)S(=O)(=O)c4ccccc4
410.93	3.16	84.3	5	1	0.82	2	3	CC(C)n1cnc(c1)S(=O)(=O)N2CCC(CC2)C(=O)Nc3cccc(Cl)c3
470.57	0.94	130.08	7	2	0.33	1	3	CC#CCOc1ccc(cc1)S(=O)(=O)CC2(CCN(CC2)S(=O)(=O)C3CC3)C(=O)NO
417.54	3.09	114.69	9	2	0.6	3	3	CC(C)n1c(C)nc2cnc(Nc3ccnc(NCC(C)(C)S(=O)(=O)C)n3)cc12
476.45	4.41	106.34	6	2	0.45	3	2	CCCC(Oc1cnn(c1)c2ccc(nc2)C(F)(F)F)c3ccc(cc3)C(=O)NCCC(=O)O
401.86	5.37	64.86	6	1	0.44	5	3	COc1cccc(c1)n2cnc3cc(Nc4nnc(Cl)c5ccccc45)ccc23
430.49	3.57	114.06	5	1	0.64	3	3	Cc1ccc(cc1)S(=O)(=O)N(CC(=O)Nc2ccc(cc2)C#N)c3ccc(cc3)C#N
430.44	4.12	122.03	5	4	0.37	4	3	NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4cccc(F)c4)c3)ncnc12
435.59	4.25	62.3	4	1	0.57	3	1	C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)NCc4ccncc4
462.89	5.17	108.34	4	2	0.25	4	3	CC(=O)Nc1ccc2[nH]c(cc2c1)C(=O)N3CC(CCl)c4c3cc(c5ccccc45)[N+](=O)[O-]
445.95	2.31	87.74	6	2	0.64	2	3	Clc1ccc(CNC(=O)C2CCC(CNC3=C(N4CCOCC4)C(=O)C3=O)CC2)cc1
454.51	5.61	70.24	8	0	0.32	5	3	COc1ccc(cc1)\N=C\c2c(nc3sc(nn23)c4ccc5OCOc5c4)c6ccccc6
441.55	5.07	60.13	7	1	0.32	4	3	COc1cc2N=C(SCc3ccc(F)cc3)N(Cc4cccs4)C(=N)c2cc1OC
496.55	1.22	120.25	7	0	0.62	2	3	O=C(C1CN(C(=O)C1)c2ccc3OCCOc3c2)N4CCN(CC4)S(=O)(=O)c5ccccc5C#N
422.69	3.3	38.33	2	1	0.69	1	3	[I-].C[N+]1(C)CCC(=CC1)COC(=O)Nc2cccc(Cl)c2
435.54	5.27	59.42	4	1	0.67	2	3	C[C@@]12CC[C@H](O)[C@](C)(\C=C\c3ccc(cn3)c4cccc(F)c4)[C@H]1CC[C@@H]5COC(=O)[C@@H]25
482.94	6.34	51.96	5	0	0.34	4	3	CS(=O)(=O)c1cccc(c1)c2ccc(s2)c3cc(nn3c4ccccc4Cl)C(F)(F)F
455.39	5.63	48.53	5	0	0.33	5	3	Fc1cc(F)c2nc(c3ccc(cc3)n4cncn4)n(Cc5cccc(c5)C(F)(F)F)c2c1
444.52	5.79	102.29	7	2	0.24	2	3	CCCCCc1cc(O)cc(O)c1Oc2cc(OC)cc(C(=O)CCCC)c2C(=O)OC
497.44	4.65	66.37	4	2	0.52	3	1	CC(C)N1CCC(CC1)NC(=O)c2cc3ccccc3n2CC(=O)Nc4ccc(Br)cc4
469.63	5.34	47.02	4	1	0.47	3	3	C[C@@H]1CN([C@H](c2cccc(O)c2)c3cccc(c3)C(=O)N(C)c4ccccc4)[C@@H](C)CN1CC=C
430.53	5.08	69.16	7	1	0.44	4	3	C(NCc1cnc(Oc2ccc3OC(CCc3c2)c4ccccc4)s1)c5ccncn5
438.98	6.4	53.43	4	1	0.5	3	2	Cc1nc(sc1\C=C\C2CCCN(C2)c3cccc(c3)C(=O)O)c4ccc(Cl)cc4
440.43	4.13	60.25	5	0	0.48	4	3	FC(F)(F)c1nn(CC(=O)N2CCOCC2)c3nc4ccccc4c(c5ccccc5)c13
444.54	3.96	113.24	6	3	0.5	3	3	CCc1ccccc1C(=O)c2cnc(NC3CCN(CC3)C(=O)Nc4ccccc4)nc2N
476.96	4.95	59.08	4	0	0.52	3	3	COc1cc(ccc1Cl)C23N(CCN2C(=O)c4ccccc34)C(=O)c5ccc(OC(C)C)cc5
462.58	4.03	85.17	8	1	0.36	4	1	CN(C)CCCOc1cc(C(=O)Nc2ccc(cc2)c3csnn3)n(Cc4ccccc4)n1
414.53	3.07	75.71	4	1	0.72	2	3	CCOc1ccc(cc1)S(=O)(=O)NCCC(=O)N2CCC(=CC2)c3ccccc3
414.51	5.59	43.07	5	0	0.44	4	3	CC(c1ccc(c(F)c1)c2ccccc2)c3nnc4SCC(=Nn34)c5ccccc5
446.6	2.92	80.28	7	1	0.44	3	3	NN1C(=NC2=C(CCCC2)C1=O)CCCCCN3CCN(CC3)c4ccc5ccccc5n4
417.26	3.46	84.58	5	2	0.62	3	2	OCc1cn(Cc2cc(Br)ccc2OCc3ccccc3)nc1C(=O)O
472.95	7.37	66.76	3	2	0.43	2	2	CCOP(=O)(O)\C=C\c1ccc(c(Cl)c1)c2ccc(O)c(c2)C34CC5CC(CC(C5)C3)C4
459.57	4.63	46.42	6	0	0.38	4	1	CN1CCCN(CCCOc2ccc(cc2)n3c(nc4cc(F)ccc34)c5ccccn5)CC1
429.27	4.18	75.7	6	0	0.58	3	3	COc1cc(cc(Br)c1OC)C2=C(C#N)C(=O)Oc3cc(ccc23)N(C)C
497.68	8.19	99.35	6	3	0.08	2	3	CCCCCCCCCCCCCCCCOC(=O)c1cc(ccc1O)\N=C\c2cc(O)ccc2O
481.08	6.24	58.95	4	2	0.47	3	3	Cl.CCC(CC)(NC(=O)c1c(C)nn2c1NC(CC2(C)C)c3ccccc3)c4ccc(C)cc4
402.47	2.69	101.57	5	2	0.77	2	3	CCc1cccc(NC(=O)CCS(=O)(=O)c2cc3OCC(=O)Nc3cc2C)c1
490.6	4.41	85.69	7	1	0.52	3	3	COC(=O)c1cc(NC(=O)c2cc(nn2Cc3cccc(C)c3)C(C)(C)C)ccc1N4CCOCC4
448.59	5.01	53.45	7	0	0.44	4	3	COc1ccc(cc1)C2=CS\C(=N/C3=C(C)N(C)N(C3=O)c4ccccc4)\N2C(C)(C)C
461.45	1.54	140.97	9	2	0.37	2	2	CCO\N=C(\N)/C1CN(C/C/1=N\OC)c2c(F)cc3C(=O)C(=CN4[C@@H](C)COc2c34)C(=O)O
458.52	5.92	87.74	4	2	0.31	5	3	Cc1cncc(c1)C(=O)Nc2cccc(c2)C(=O)c3ccc4c(\C=C\c5ccccc5)n[nH]c4c3
423.95	2.72	60.42	7	1	0.69	3	1	Cc1cc(nc(n1)N2CCNCC2)N3CCN(CC3)c4ccnc5cc(Cl)ccc45
411.48	3.36	90.41	6	1	0.64	3	3	COc1cc(C)c(C[S+]([O-])c2ncccc2C(=O)Nc3ccncc3)c(OC)c1
438.29	4.66	108.39	5	3	0.52	3	2	OC(=O)CCC(=O)Nc1nc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2s1
461.97	4.3	96.6	5	2	0.57	3	2	CC(O)c1cc(cc2c3CCC(CC(=O)O)c3n(Cc4ccc(Cl)cc4)c12)S(=O)(=O)C
475.42	4.09	83.01	7	0	0.53	3	3	COc1cc(OC)nc(CN2CCOc3ccc(cc3C2=O)c4ccc(OC(F)(F)F)cc4)n1
427.48	3.06	99.64	7	1	0.59	3	3	COc1cc(OC)c(OC)cc1C[S+]([O-])c2ncccc2C(=O)Nc3ccncc3
460.89	5.06	66.83	6	1	0.57	3	3	FC(F)(F)c1ccc(cn1)[C@H](Nc2ncnc3CCN(Cc23)c4ccc(Cl)cn4)C5CC5
438.54	4.12	94.69	8	2	0.49	4	1	N#Cc1ccc2c3cnc(Nc4ccc(cn4)N5CCNCC5)nc3n(C6CCCC6)c2c1
421.5	2.16	92.51	8	2	0.67	3	3	CN1C=Nc2cc(nc(N[C@@H]3CC[C@@H](O)C3)c2C1=O)c4ccc(cc4)N5CCOCC5
486.55	1.67	119.95	8	1	0.48	3	3	COC(CNC(=O)c1cc(nc2ccc(cc12)S(=O)(=O)N3CCOCC3)c4ccncc4)OC
483.56	4.15	84.48	8	1	0.4	2	1	CCCNCC1=Cc2cc3OCOc3cc2[C@H]([C@@H]1C(=O)OCC)c4cc(OC)c(OC)c(OC)c4
443.33	4.55	58.12	4	1	0.71	2	3	CCc1ncc(cn1)C(CNC(=O)c2c(Cl)cccc2Cl)N3CCC(F)(F)CC3
422.51	2.3	57.5	7	0	0.65	3	3	CN1CCN(CC1)c2ccc(cc2)c3cc4N=CN(C)C(=O)c4c(n3)N5CC[C@@H](F)C5
406.41	2.83	80.31	6	3	0.6	3	3	OCCN1CCN(CC1)c2ccc3nc(Nc4ccc(cn4)C(F)(F)F)[nH]c3c2
475.47	5.58	55.84	5	0	0.35	2	3	CCOP(=O)(CCN1C\C(=C/c2ccc(F)cc2)\C(=O)\C(=C\c3ccc(F)cc3)\C1)OCC
485.54	2.58	121.4	8	2	0.41	2	0	COC(=O)c1[nH]c(C)c(C(=O)C2=C(O)C(=O)N(CCN(C)C)C2c3cc(OC)ccc3OC)c1C
416.91	5.41	81.01	5	1	0.35	2	2	C\C(=N/OC(C1CCCCC1)c2ccc(OCc3cccc(Cl)n3)cc2)\C(=O)O
498.47	3.37	125.02	8	2	0.38	4	3	COc1ccc(cc1)C2=Nc3cnc(NCc4cccc(c4)C(F)(F)F)nc3N(CCC(=O)N)C2=O
407.49	2.2	108.83	6	2	0.49	2	3	COc1ccc(cc1)S(=O)(=O)N(Cc2cccnc2)[C@H](CC(C)C)C(=O)NO
456.34	4.89	75.44	4	1	0.55	3	3	CC[C@](C)(N(Cc1occc1)C(=O)c2ccccn2)C(=O)Nc3ccc(Br)cc3
441.48	3.11	95.48	8	2	0.68	2	3	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](NC(C)C)c4cc5OCOc5cc24
452.29	4.11	41.49	3	2	0.72	2	1	Br.COc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1F
445.45	4.07	94.24	5	1	0.34	4	3	[O-][N+](=O)c1cccc2N(Cc3ccc(F)cc3)C(=O)C(=Cc12)C(=O)NCCc4ccccc4
442.49	3.4	114.53	4	4	0.22	2	3	CN(O)C(=O)CCCCCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
480.35	2.95	113.6	5	3	0.5	2	3	Cc1cc(C)c(NC(=O)CNC(=O)COC(=O)CNC(=O)c2ccc(Cl)cc2Cl)c(C)c1
411.47	0.78	128.58	9	4	0.39	2	1	CCN1CCCC1CNc2nc(NC3CC3)n4ncc(\C=C\5/NC(=O)NC5=O)c4n2
498	5.25	96.44	5	1	0.5	3	2	Cc1ccc(N2C(=O)c3c(Cl)ccc(NS(=O)(=O)c4ccc(cc4)C(C)(C)C)c3C2=O)c(C)n1
465.53	2.39	72.72	8	0	0.57	3	3	CN1C(=O)C=C(N=C1N2CCO[C@H](C2)c3ccc(CN4CCOCC4)cc3)c5ccncc5F
438.6	4.39	61.61	6	1	0.62	3	3	O=C(N[C@@H]1CC[C@H](CCN2CCN(CC2)c3nsc4ccccc34)CC1)c5occc5
459.57	5.8	76.24	5	2	0.33	4	3	COc1ccc(NC(=O)CSc2nc([nH]c2c3ccccc3)c4cccc(C)c4)cc1OC
477.52	2.94	104.81	5	2	0.56	0	3	CC(C)[C@H](NC(=O)OC1CCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(C)C)C(=O)C(F)(F)F
472.58	4.17	117.12	6	4	0.29	2	3	COc1ccc(CNC(=O)CCCCCCCCC(=O)NCc2ccc(OC)c(O)c2)cc1O
453.5	3.46	132.37	8	2	0.5	3	2	COCc1c(cnn1C2CCCCC2)c3onc(n3)c4ccc(cc4)C(=O)NCCC(=O)O
480.5	1.9	151.22	7	3	0.26	4	2	Cc1ccc(cc1)S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c4ccccc24
425.49	3.96	83.96	5	2	0.51	4	3	CN1C=C(c2cc[nH]c2C1=O)c3cc(CS(=O)(=O)C)ccc3Nc4ccc(F)cc4
453.52	3.74	119.75	6	3	0.35	3	3	COc1ccc(NS(=O)(=O)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)cc1OC
486.74	6.58	63.6	4	1	0.43	0	3	COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C
412.02	6.27	36.95	3	2	0.5	2	1	CC(CCCNc1ccnc2cc(Cl)ccc12)NCC34CC5CC(CC(C5)C3)C4
400.38	3.67	116.18	8	1	0.62	3	3	CCOC(=O)C1=C(C(=O)c2cc(CC)c(O)cc2O1)c3oc(cc3)C(=O)OCC
414.5	5.17	93.06	5	2	0.39	2	2	CC(C)CC(=O)c1ccc(OCCCCOc2ccc(C(=O)O)c(C)c2)c(C)c1O
422.44	0	117.7	6	2	0.63	2	3	Fc1ccc(cc1)S(=O)(=O)N2CCOC2CNC(=O)C(=O)NCc3cccnc3
459.55	2.1	121.52	4	4	0.35	3	2	N[C@@H](Cc1ccccc1)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H](Cc3ccccc3)C(=O)O
457.55	2.19	96.02	5	1	0.72	2	3	CCc1cccc(NC(=O)CN2C(=O)CCc3cc(ccc23)S(=O)(=O)N4CCOCC4)c1
425.45	0.33	168.43	9	5	0.33	2	3	NC(=O)[C@@H]1CC[C@H](CC1)Nc2nc(NC3CC3)n4ncc(\C=C\5/NC(=O)NC5=O)c4n2
488.93	4.04	123.65	8	2	0.47	4	3	CO.CC(NC(=O)OC(C)(C)C)C(=O)Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4
444.56	2.12	115.59	8	1	0.6	3	3	CCC(C)N1C(=O)c2sccc2n3c(CCCC(=O)N4CCC(CC4)C(=O)N)nnc13
483.52	3.95	66.23	6	0	0.56	3	3	CN(C)C(=O)c1cc(C2CCCN2c3cc(F)cc(F)c3)c4OC(=CC(=O)c4c1)N5CCOCC5
451.28	4.21	81.42	6	1	0.47	4	3	Oc1ccccc1C(=O)OCC2=Nc3ccc(Br)cc3C(=O)N2c4ccccc4
488.56	2.29	111.24	7	1	0.57	2	3	COc1ccc(cc1S(=O)(=O)N2CCCc3ccccc23)C(=O)OCC(=O)NCC4CCCO4
471.83	1.16	141.61	8	5	0.39	3	2	[Na+].OC[C@H]1O[C@H](Oc2ccc(cc2Cl)n3ccc4cc(ccc34)C(=O)[O-])[C@@H](O)[C@@H](O)[C@@H]1O
424.56	3.34	78.01	7	1	0.54	4	3	Cc1nc(CC(=O)N2CCN(CC2)c3scnc3c4nc5ccccc5[nH]4)cs1
432.5	6.31	75.99	5	2	0.33	4	2	COCc1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4
467.47	3.92	122	9	0	0.3	3	3	CCOC(=O)c1c(C)nc(C)c(C(=O)OCC)c1c2cc(C)c3OC(=O)C(=Cc3c2)C(=O)OC
415.43	2.5	112.66	8	1	0.5	4	2	COc1cc(NS(=O)(=O)c2ccc3OC(=O)c4ncn(C)c4c3c2)cc(OC)c1
447.97	4.15	71.53	6	1	0.59	3	3	Clc1ccc(cc1)C(=O)Nc2ccc3nc(SCC(=O)N4CCOCC4)sc3c2
428.84	3.89	60.25	5	0	0.74	2	3	C[C@H]1Cn2c(nnc2C(=O)N1Cc3cccc(c3Cl)C(F)(F)F)C4CCOCC4
432.3	2.93	90.83	6	0	0.47	3	3	CN(\N=C\c1cnn2ccc(cc12)C#N)S(=O)(=O)c3cc(Br)ccc3C
488.55	5.37	75.27	3	2	0.35	2	3	CCCCCc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F
402.97	4.79	43.78	3	1	0.65	2	0	Cl.OC(=O)[C@@H]1CCCN(CCCCCN(c2ccccc2)c3ccccc3)C1
414.85	5.75	74.95	3	2	0.22	5	3	Clc1ccccc1C(=O)Oc2ccc3[nH]c(cc3c2)C(=O)c4cc5ccccc5[nH]4
400.48	4.76	79.9	5	2	0.44	4	3	CCOC(=O)c1c(C)nc(NCCc2c[nH]c3ccccc23)nc1c4ccccc4
492.49	4.78	113.01	5	2	0.3	4	2	OC(=O)c1ccc(cc1)N2C(=O)NC(=O)\C(=C/c3c(OCc4ccccc4)ccc5ccccc35)\C2=O
438.62	6.51	34.03	2	1	0.42	3	3	C=CCCn1cc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c5cc(ccc15)c6ccccc6
473.37	4.23	74.02	5	1	0.54	3	3	COc1ccc2c(CN3CCC[C@H]3C(=O)N)c(Br)c4cc(OC)c(OC)cc4c2c1
415.52	4.73	72.7	6	1	0.46	4	3	Cc1ccc(NC(=O)c2ccc(CSc3nnc(c4ccncc4)n3C)cc2)cc1
428.36	3.85	88.52	5	2	0.58	3	2	OC(=O)COc1cc(F)ccc1C(=O)NCc2nc3cc(ccc3s2)C(F)(F)F
410.48	5.39	61.2	6	1	0.41	5	3	COc1cc2ncnc(Nc3ccc4c(ccn4Cc5ccccc5)c3)c2cc1OC
425.65	6.27	72.47	4	1	0.13	0	3	CCCCCCCCCCCCCCC(=O)C(=O)N[C@@H](CCCC)CCC(=O)OC
445.49	5.87	46.09	4	0	0.39	4	3	Fc1cccc(F)c1C2SCC(=O)N2c3nc(cc(n3)c4ccccc4)c5ccccc5
434.53	3.56	94.82	8	1	0.46	4	3	CCOCc1c(cnn1c2ncc(C)c(n2)c3cccs3)C(=O)NCc4ccncc4
495.72	5.48	82.49	10	0	0.27	2	3	COc1nsnc1OCCCCCCCCCCCCOc2nsnc2C3=CCCN(C)C3
410.81	4.01	98.93	6	1	0.47	2	3	CCOC(=O)O\C(=C\1/C(=O)N(C(=O)N)c2cc(Cl)c(F)cc12)\c3cccs3
408.59	5.3	34.47	4	0	0.65	2	3	CC(C)n1cc2CC3C(C[C@H](CN3C)C(=O)O[C@@H]4CC[C@H](C)CC4)c5cccc1c25
429.43	2.4	109.58	6	1	0.6	3	3	Cc1oc(CNS(=O)(=O)c2cc(F)ccc2CN3C(=O)c4cccnc4C3=O)cc1
469.42	3.45	102.38	7	1	0.34	4	3	Cc1noc2C(=NN(CC(=O)N\N=C/c3ccc(cc3)C(F)(F)F)C(=O)c12)Cc4ccccc4
472.67	3.04	90.54	4	3	0.63	1	1	CCC(C)C1NCCCCCCCCNC(=O)C(Cc2ccccc2)NC(=O)C(C)N(C)C1=O
442.48	2.65	138	7	3	0.35	5	2	CCCCc1nc2C(=O)NNC(=O)c2n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
471.29	3.25	79.77	7	0	0.46	4	3	Fc1ccc(cc1)c2nnc3ccc(nn23)N4CCN(CC4)C(=O)c5oc(Br)cc5
499.57	7.75	65.49	5	0	0.2	5	3	Cc1ccc(Oc2ccc(cc2)C(=O)c3cccc(n3)C(=O)c4ccc(Oc5ccc(C)cc5)cc4)cc1
463.38	4.38	69.64	5	2	0.51	2	3	Oc1cccc(NC(=O)CCN2C(=S)S\C(=C/c3cccc(Br)c3)\C2=O)c1
484.62	7.15	68.12	5	1	0.2	5	3	CC1=CC(=O)Oc2cc(SCc3n[nH]c4cccc(OCc5ccc(cc5)C(C)(C)C)c34)ccc12
464.55	4.64	106.2	6	2	0.41	4	3	COc1c(C)cnc(C[S+]([O-])c2nc3cc(Oc4ccccc4)c(NC(=O)C)cc3[nH]2)c1C
482.63	3.57	88.23	7	1	0.54	3	3	CSc1ccc2C(=Nc3ccc(N(C)Cc4ccc(cc4)S(=O)(=O)N5CCOCC5)c1c23)N
432.37	0.38	180.28	10	5	0.27	2	0	CCCCCCc1nc(O)c2ncn(C3O[C@@H](COP(=O)(O)O)[C@H](O)[C@@H]3O)c2n1
436.53	1.63	113.01	6	2	0.38	1	3	CC#CCOc1ccc(cc1)S(=O)(=O)CC2(CCCN(C2)C(=O)C(C)C)C(=O)NO
400.48	5.05	67.35	5	1	0.63	3	3	C[C@H](Nc1nccc(n1)N2[C@H](COC2=O)c3ccc(cc3)c4ccccc4)C5CC5
473.55	3.74	72.36	5	2	0.46	3	3	Fc1cccc(F)c1C(=O)NCCn2cc(SCC(=O)NCC3CCCO3)c4ccccc24
452.45	4.55	89.49	6	1	0.31	5	3	Fc1ccc(cc1)c2nn(cc2C(=O)N\N=C\C3=COc4ccccc4C3=O)c5ccccc5
490.67	5.59	68.17	4	1	0.47	3	3	Cc1ccc(cc1)S(=O)(=O)n2cc(CCCC(=O)NC34CC5CC(CC(C5)C3)C4)c6ccccc26
444.58	3.06	123.32	4	5	0.19	2	3	CCCCCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO
453.52	5.08	116.1	9	0	0.24	3	3	CCCCCn1c(Sc2ccc(C#N)c(c2)[N+](=O)[O-])nnc1c3cc(OC)cc(OC)c3
493.6	3.55	64.99	8	0	0.56	2	3	COc1cc2OC[C@H]3[C@H](CN4CCN(C\C(=C\c5ccccc5OC)\C)CC4)ON=C3c2cc1OC
401.92	4.95	58.37	5	1	0.59	3	3	Clc1ccc2c(NCCCN3C(SCCC3=O)c4occc4)ccnc2c1
460.7	6.38	79.54	4	2	0.35	4	3	Oc1ccc(NC(=O)c2cc(Cl)cc(Cl)c2)c3OC(=CC(=O)c13)c4ccccc4Cl
427.95	4.75	49.25	4	1	0.7	3	3	Cl.CC1N(CCc2cc(C)ccc12)c3nc(nc(C)c3C)C(O)c4ccc(F)cc4
402.28	4.66	58.48	5	1	0.69	3	3	Oc1cccc(c1)c2nc(cc(n2)c3ccc(Cl)c(Cl)c3)N4CCOCC4
407.81	1.52	114.99	6	3	0.49	2	3	COc1ccc(NC(=O)C(=O)NNC(=O)COc2ccc(Cl)cc2)c(OC)c1
419.48	2.59	75.76	7	0	0.61	3	3	CN1CCN(CCCN2C(=O)c3ccccc3C4=C2c5oc(C)cc5C(=O)C4=O)CC1
478.47	1.36	94.4	3	3	0.64	3	3	Cc1ccc(C)c(\C=C\2/NC(=O)\C(=C\c3nc[nH]c3C(C)(C)C)\NC2=O)c1.OC(=O)C(F)(F)F
401.43	5.13	39.94	4	0	0.6	3	3	Cc1cc(cc(C)n1)c2nc(c3ccc(c(C)c3)C(F)(F)F)n4CCOCCc24
494.62	3.17	67.25	7	0	0.56	3	3	Cn1c(cc2sccc12)C(=O)N3CCC(CC3)C(=O)N4CCN(Cc5ccc6OCOc6c5)CC4
424.44	1.95	58.64	4	1	0.93	1	3	CCS(=O)(=O)Nc1ccc2N(C)CC3(CCOCC3)c2c1.OC(=O)C(F)(F)F
492.41	3.45	96.02	7	1	0.64	2	2	CCOC(=O)c1ccc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1
431.47	3.25	111.75	7	0	0.32	3	3	CCN(c1cccc(C)c1)S(=O)(=O)c2cn(CC(=O)OC)c3ccc(cc23)[N+](=O)[O-]
426.56	4.76	66.48	4	1	0.65	3	3	Cc1ccc(cc1C)S(=O)(=O)Nc2ccc3N(CCCc3c2)C(=O)c4cccs4
489.6	5.81	85.47	6	2	0.29	4	3	COc1ccc(NC(=O)CSc2nc([nH]c2c3ccc(C)cc3)c4ccc(OC)c(OC)c4)cc1
495.52	2.07	143.72	9	2	0.47	3	2	COc1ccc(NC(=O)Cn2cc(\C=C\C(=O)C3=C(O)c4ccccc4S(=O)(=O)N3C)nn2)cc1
456.5	3.93	109.45	7	1	0.45	4	3	NC(=O)c1cccnc1COc2cc(cc3ncccc23)c4ccc(OC5CCOCC5)nc4
400.43	3.21	96.84	8	0	0.4	2	3	CCOC(=O)\C=C\c1cc(OC)c(OC(=O)c2nc(C)c(C)nc2C)c(OC)c1
415.49	4.58	71.53	4	1	0.64	3	3	Cc1cccc(NC(=O)CCCN2C(=O)C(Oc3cccnc23)c4ccccc4)c1C
441.42	4.59	102.88	7	1	0.3	5	3	COc1ncc(c(Oc2ccc(cc2)C(=O)c3nc4ccccc4[nH]3)n1)c5ccnc(F)c5
426.52	2.94	67.15	7	0	0.56	3	3	CCn1c(SCC(=O)N2CCN(CC2)c3ccc(F)cc3)nnc1c4ccncc4
480.08	3.74	65.35	7	3	0.25	4	1	O.Cl.CCN(CC)CCNc1ccc2c3c1Sc4ccccc4c3nn2CCNCCO
406.49	2.3	106.17	6	4	0.53	3	3	CC(C)(C)Nc1nc2c(cccc2nc1N3CC(O)C3)c4cc5C(=O)NCCc5[nH]4
430.54	6.95	67.51	4	1	0.44	3	2	CCCC1=C(O)C2=C(OC(=CC2=O)c3cccc4ccccc34)C(CCC)(CCC)C1=O
459.59	4.47	70.58	4	0	0.62	2	3	Cc1ccccc1C2(CC(=O)N3CCCCC3c4cccnc4)CC(=O)N(C5CCCC5)C2=O
469.03	4.3	45.17	5	1	0.58	3	3	Cl.COc1ccc(CN2CCN(CC2)C(C(O)c3ccccc3)c4cccc(OC)c4)cc1
468.47	2.45	145.31	7	3	0.38	4	2	OC(=O)[C@@H](Cc1ccccc1)NC(=O)c2nc(C#N)c3C(=O)N(Cc4ccccc4)C=Cc3c2O
461.54	4.43	74.43	4	2	0.4	4	1	CN(C)CCOc1ccc(cc1)C(C)(C)NC(=O)c2cc3Nc4ccccc4C(=O)c3cc2F
496.43	5.71	101.19	7	2	0.47	3	3	CCN(CC)c1ccc2C(Sc3ccc(Br)cc3)c4c(N)c(C#N)c(N)nc4Oc2c1
489.57	5.56	92.37	7	2	0.27	4	0	CCN(CCCCOc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O)Cc4ccccc4OC
451.32	4.73	29.26	2	1	0.71	2	1	NCCCCN(Cc1ccc(Cl)cc1)Cc2ccc(Cl)cc2.OC(=O)C(F)(F)F
450.54	0.83	120.04	9	3	0.33	1	3	C[C@H](CNC(=O)C[C@H]1O[C@@H](CNCCNc2ccccn2)[C@H]3OC(C)(C)O[C@@H]13)OC(=O)C
459.24	3.2	75.25	5	2	0.32	2	3	Ic1ccc2NC(=O)\C(=C/3\C(\c4c(N3)cccc4)=N\OCC5CO5)\c2c1
447.55	5.31	85.17	6	1	0.4	5	2	Cc1cc(C)c2nc(C3CC3)n(C4CCc5cc(ccc45)c6ccccc6c7nn[nH]n7)c2n1
436.56	4.34	68.51	5	0	0.47	4	3	CS(=O)c1ccc(cc1)c2cnn3ccc(cc23)c4cccc(c4)S(=O)(=O)C5CC5
404.44	1.97	113.01	6	2	0.71	2	3	Oc1ccccc1C(=O)OCC(=O)Nc2cccc(c2)S(=O)(=O)N3CCCC3
445.43	4.01	138.64	5	3	0.29	3	2	Cc1ccc(cc1)C(=O)N\C(=C/c2cccc(c2)[N+](=O)[O-])\C(=O)Nc3cccc(c3)C(=O)O
