Mol_Weight	AlogP	PSA	HBA	HBD	QED_Weighted	Arom_Rings	Mol_Species	Smiles
354.36	3.79	111.13	6	4	0.42	3	3	CC(=CCc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)c(O)c3)C
389.54	4.65	60.91	3	1	0.55	3	3	CCCc1ncn(CCC(C(=O)N)(c2ccccc2)c3ccccc3)c1CCC
304.82	3.97	36.36	3	1	0.93	2	1	CCc1c(C)nc(O)c(N(C)C)c1Cc2cccc(Cl)c2
354.41	3.47	70.67	4	3	0.63	3	2	Cc1ccc(cc1)C(=O)N\C(=C/c2ccccc2F)\c3n[nH]c(S)n3
315.33	2.14	108.32	8	2	0.74	3	3	COc1cc2nc(NCc3cc(C)on3)nc(N)c2cc1OC
369.45	2.51	72.62	7	0	0.64	3	3	COc1cccc(c1)c2ccc3nnc(SCC(=O)N4CCCC4)n3n2
370.47	3.94	77.76	3	3	0.56	1	2	[Na+].OC(CCCCc1ccccc1)CC[C@H]2CCC[C@@](O)(CC(=O)[O-])C2
337.79	1.48	94.53	6	2	0.38	2	3	COC(=O)c1cnn(c1\C=N\NC(=S)N)c2ccc(Cl)cc2
373.53	3.66	74.81	6	0	0.71	1	3	CC(Sc1nnc(C2CC2)n1C3CC3)C(=O)N(C)C4(CCCCC4)C#N
311.14	1.21	90.35	7	2	0.5	2	3	COc1ccc(\C=N\Nc2nncn2N)cc1Br
393.45	4.28	72.18	6	1	0.52	4	3	Cc1nc2ncnn2c(Sc3ccccc3NC(=O)c4cccc(F)c4)c1C
376.84	4.4	49.41	3	1	0.73	3	3	CN(CC(=O)Nc1cccc(F)c1)C(=O)c2sc3ccccc3c2Cl
351.4	3.29	55.84	5	0	0.61	2	3	CN1CCc2cccc3c2[C@H]1Cc4ccc(OC(=O)C)c(OC(=O)C)c34
334.35	2.29	80.56	5	2	0.82	2	2	CCCNCc1c(F)cc2C(=O)C(=CN3[C@@H](C)COc1c23)C(=O)O
342.35	1.14	98.93	6	1	0.81	1	3	COC(=O)C1=C(N)OC(=C(C(=O)C)C12C(=O)N(C)c3ccccc23)C
348.86	3.79	43.26	4	1	0.69	3	3	COCCNC(=O)Cn1c(cc2cc(Cl)ccc12)c3cccs3
340.43	2	83.04	5	2	0.89	2	3	CC(C)Nc1ncnc2CCN(CCc12)C(=O)NCc3cccnc3
345.27	5.61	17.82	2	0	0.57	3	3	Clc1ccc(C(CCc2ccccc2)Cn3ccnc3)c(Cl)c1
396.53	3.58	42.01	4	0	0.73	1	1	COc1cccc(\C=C\2/CC[C@@H]3[C@H]4CCCN5CCC[C@H](CN3C2=O)[C@@H]45)c1OC
348.73	2.8	85.18	3	2	0.71	3	3	CO[P@](=O)(c1ccccc1)c2c([nH]c3ccc(Cl)cc23)C(=O)N
324.45	0.61	106.33	6	2	0.84	1	3	CCCNC1CCS(=O)(=O)c2sc(cc12)S(=O)(=O)N
386.41	3.96	78.27	6	1	0.57	4	3	CCc1ccc(cc1)n2nc3ccc(NC(=O)c4ccc5OCOc5c4)cc3n2
355.44	2.23	58.81	5	0	0.84	2	3	Cc1oc(CN2CC[C@@H]3[C@H](C2)OCCN(Cc4cccnc4)C3=O)cc1
373.43	2.53	81.62	7	0	0.59	2	3	COc1ccc(cc1OC)N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O
324.36	3.35	50.28	5	1	0.8	3	3	Fc1ccccc1Nc2nc(nc3ccccc23)N4CCOCC4
322.37	1.9	82.62	6	1	0.87	2	3	NC1=NC2(COC1)c3cc(ccc3OCC24CC4)c5cncnc5
364.81	3.92	84.59	6	2	0.65	3	3	Oc1ccc(Cl)cc1NC(=O)COCc2cc(on2)c3cccs3
381.46	3.95	65.38	6	1	0.68	3	3	Cc1cc(C)cc(c1)n2ccnc2SCC(=O)Nc3ccc4OCOc4c3
326.4	5.06	48.14	3	1	0.57	4	3	Nc1nccc2ccc(cc12)c3ccc(OCc4ccccc4)cc3
380.36	1.12	94.63	6	1	0.9	2	3	O.OC(=O)C(=O)O.N#Cc1nonc1CN2CCC(Cc3c[nH]cn3)CC2
362.21	1.91	78.34	3	2	0.8	1	1	CC(C)(C)c1cc(I)c(OCC(=O)N)c(CN)c1
315.8	2.25	81	5	3	0.72	1	1	Cl.Oc1cc(O)c(C(=O)CCCN2CCCCC2)c(O)c1
301.44	3.79	20.31	4	0	0.79	2	3	CN1C\C(=C\c2ccsc2)\C(=O)\C(=C\c3ccsc3)\C1
398.49	3.22	77.44	7	0	0.55	3	3	COCCN(C(=O)CCc1ccc(OC)cc1)c2nnc(s2)c3ccncc3
388.75	1.03	130.33	7	3	0.45	3	2	OC(=O)C1Nc2cc(Cl)c(cc2c3cc(nn13)C(=O)O)n4ccc[n+]4C=O
313.32	0.45	98.88	7	1	0.66	3	3	CN1C(=O)N(C)c2nc3c(C)c(NC(=O)C)ccc3nc2C1=O
351.4	3.23	55.84	4	0	0.61	2	3	COc1cccc(\C=C\C(=O)OCC(=O)N2CCCc3ccccc23)c1
380.38	3.06	69.56	5	1	0.76	3	3	Fc1cccc(CN2C=CC=C(C(=O)Nc3ccc4OCCOc4c3)C2=O)c1
385.42	1.71	81.2	6	0	0.78	2	3	COc1cc(cc(OC)c1OC)C(=O)N2CCN(CC2)C(=O)c3cccnc3
343.34	1.65	141	6	4	0.6	2	2	OC(=O)c1ccc(NS(=O)(=O)c2ccsc2C(=O)O)c(O)c1
364.45	3.8	52.49	4	1	0.65	3	3	COc1cc(OC)cc(\C=C\C(=O)NCCn2c(C)cc3ccccc23)c1
347.83	2.76	72.7	6	1	0.74	3	3	Clc1ccccc1CNC(=O)CCn2nnc(n2)c3cccs3
333.42	3.26	46.39	5	1	0.58	4	1	CN1C(=O)c2sc3ccccc3c2c4cc(ccc14)C5=NCCN5
328.4	2.72	100.87	4	3	0.69	3	3	Nc1n[nH]c2cc(ccc12)c3ccc(NS(=O)(=O)C4CC4)cc3
379.49	-0.67	104.72	7	0	0.68	1	3	Cc1nc(cs1)C(=O)N2CCN([C@@H]3CS(=O)(=O)C[C@H]23)S(=O)(=O)C
352.44	5.77	41.99	2	1	0.51	4	3	Cc1ccc(cc1C)c2cc(C(=O)Nc3ccccc3)c4ccccc4n2
336.35	2.44	77.22	6	1	0.59	3	3	Cc1ccn2c(C(=O)N\N=C/c3ccc4OCOc4c3)c(C)nc2c1
317.39	0.84	62.16	5	2	0.8	1	3	COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)[C@@H](O)CC[C@@]35O
318.29	1.23	121.78	5	3	0.69	2	2	CC(NC(=O)\C(=C/c1occc1)\NC(=O)c2occc2)C(=O)O
366.38	-1	185.97	6	5	0.11	1	2	N[C@@H](CCC\N=C(/N)\N[N+](=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)O
357.21	4.09	66.91	4	2	0.74	3	3	CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
321.38	2.32	67.94	6	0	0.73	3	3	Cc1ncc2CN(Cc3onc(Cc4ccccc4)n3)CCc2n1
310.36	1.73	77.63	6	1	0.75	3	3	CC(NC(=O)CCn1cccn1)c2ccc(cc2)n3ccnn3
359.48	4.77	55.63	5	1	0.73	3	3	Cn1nc2CCc3cnc(Nc4ccccc4)nc3c2c1C5CCCCC5
317.32	-0.54	129.92	8	2	0.71	1	0	COC(=O)C1CCN(CC1)S(=O)(=O)c2cnc(O)nc2O
395.4	4.45	30.49	3	1	0.76	2	3	Fc1ccc(cc1)[C@@H]2NCCOC23COC[C@@H](C3)c4cccc(c4)C(F)(F)F
324.32	2.68	128.27	8	1	0.49	2	3	CCCCNC1=NC(=O)c2cc(cc(c2S1)[N+](=O)[O-])[N+](=O)[O-]
397.86	4.27	68.46	5	0	0.6	3	3	Cc1cccc(OCC(=O)N(Cc2oc(nn2)c3ccccc3Cl)C4CC4)c1
365.41	2.72	83.96	5	2	0.54	3	3	O=C(NC(N1C(=O)C=CNC1=S)C(=O)c2ccccc2)c3ccccc3
321.42	3.23	75.63	4	2	0.51	1	3	CCc1cc(C(=O)C)c(O)cc1OCCCCCCC(=O)NC
332.71	4.43	3.24	1	0	0.75	1	1	Cl.CCCN(CCC)C1CC1c2ccccc2Br
322.49	3.68	49.69	3	2	0.72	0	3	CC1(C)CCC[C@@]2(C)[C@H]1C[C@H](O)[C@@]3(C)O[C@@](C)(C=C)[C@@H](O)C[C@H]23
329.43	3.05	89.85	7	2	0.41	3	2	CCCCSc1nc(N)c2nc(O)n(Cc3ccccc3)c2n1
355.42	3.79	37.38	2	0	0.74	2	3	CCN(CC)C(=O)C1(CCC1)P(=O)(c2ccccc2)c3ccccc3
346.47	5.52	36.36	3	1	0.66	3	3	CC(C)CN(C)c1cc(cc(n1)c2ccc(O)c(C)c2)c3ccccc3
332.4	1.2	60.03	5	1	0.9	1	1	O=C1COC2(CCN(CCC3COc4ccccc4O3)CC2)CN1
347.44	1.72	79.37	4	1	0.83	2	3	CN(Cc1ccc(C)cc1)C(=O)CCNS(=O)(=O)c2cccnc2
392.46	4.47	80.49	5	1	0.71	3	3	COc1cccc(NC(=O)N2CCC(CC2)c3onc(n3)c4ccc(C)cc4)c1
341.44	2.82	72.7	6	1	0.58	3	3	CC(C)(C)NC(=O)CSc1ncnc2c1cnn2c3ccccc3
371.48	4.05	87.43	5	3	0.3	2	1	Cc1cc(CNCCCCCCNCc2cccc(c2)[N+](=O)[O-])ccc1O
324.16	3.33	55.4	3	1	0.69	2	3	Clc1cc(Cl)cc(OC(=O)CNC(=O)c2ccccc2)c1
350.36	3.62	81.66	7	1	0.61	4	3	Fc1ccc(cc1)C2CCCn3nc(Nc4ccc5nonc5c4)nc23
335.49	4.31	49.33	4	2	0.71	2	0	Cc1ccsc1C(=CCCNCCC(=O)O)c2sccc2C
321.36	4.53	54.71	3	1	0.59	4	3	Fc1ccc(cc1)c2oc(CCCc3c[nH]c4ccccc34)nn2
317.41	2.42	62.3	3	1	0.92	2	3	O=S(=O)(Nc1ccc(Cc2ccncc2)cc1)N3CCCC3
346.44	2.84	52.46	5	1	0.62	4	3	Cc1cccc2nc(N3CCN(Cc4c[nH]cn4)CC3)c5cccn5c12
385.39	4.41	81.79	5	1	0.65	3	2	COc1cc(C)cc(OC)c1c2cc(F)cc(c2)C(CC(=O)O)c3occn3
348.47	1.45	58.44	5	0	0.79	2	3	CCc1ccc(cc1)S(=O)(=O)N2CCN(CCn3ccnc3)CC2
344.4	1.69	112.52	7	2	0.42	3	3	COc1ccc(cc1OC)c2nc3sccn3c2\C=N\N=C(N)N
333.19	3.25	51.44	4	0	0.79	2	3	CC(C)CC1=C(Br)c2nc3ccccn3c2C(=O)C1=O
358.43	4.27	80.67	5	1	0.74	1	2	CCC(C)CC(=O)OCC(C)(C)CC1=C(O)C(=O)c2ccccc2C1=O
346.46	2.41	90.64	4	3	0.75	2	3	Cc1ccc(SC2CCCC2)c(c1)C(=O)NCCC3=NNC(=O)N3
305.43	1.53	64.26	3	2	0.83	1	1	Cc1[nH]ncc1CCCNC(=O)N2CCN3CCCCC3C2
384.4	4.76	101.04	6	1	0.54	4	3	Cc1oc2cc(cc(Oc3ccc(cc3)C#N)c2c1)C(=O)Nc4cnc(C)cn4
335.41	2.49	51.27	5	0	0.73	3	3	O=C1C=CC2=C(CCN(Cc3cocc3)CC2)N1Cc4cccnc4
345.35	3.65	71.09	4	2	0.87	2	2	CCc1ccccc1Nc2cnccc2NS(=O)(=O)C(F)(F)F
346.41	2	94.58	6	4	0.49	3	3	O[C@@H](CNCCOc1ccccc1)c2ccc(O)c3NC(=O)Sc23
387.38	3.11	42.36	4	2	0.66	2	1	Cl.Cl.CN(C)CCN1CCc2cc(NC(=N)c3cccs3)ccc12
345.9	5.27	12.47	3	0	0.7	2	1	CN1CCC(CC1)C2Oc3ccccc3Sc4ccc(Cl)cc24
359.51	4.85	23.47	2	1	0.85	2	3	OC[C@H]1C2CCC3CCC1\C(=C\c4ccc(cc4)c5ccccc5)\CN2C3
350.46	2.97	58.2	2	2	0.79	2	3	O=C(NCCc1ccccc1)C(=O)NCC2(CCCC2)c3ccccc3
315.44	2.53	51.26	3	1	0.89	2	3	CCn1cc(C(=S)N2CCC(CC2)C(=O)N)c3ccccc13
366.44	4.24	46.34	4	0	0.81	2	3	Fc1ccc2c(noc2c1)C3CCN(CCC4CC5=CC=CC5C4=O)CC3
344.42	4.44	61.88	4	1	0.54	4	1	CCN(CC)c1nc(nc2ccccc12)c3[nH]c4ccccc4c3C=O
362.39	2.11	112.06	7	4	0.42	3	3	ONC(=O)c1ccc2NCC(Cc2c1)Nc3nccc(n3)c4cccnc4
306.24	5.13	3.24	1	0	0.74	2	3	CN(C)C1CC(c2ccc(Cl)c(Cl)c2)c3ccccc13
312.46	4.71	63.83	4	2	0.84	2	3	Cc1cc(Nc2cc(cc(c2)C(C)(C)C)C(C)(C)C)nc(N)n1
370.35	2.55	74.5	4	3	0.57	2	3	O[C@]1(NC(=S)N[C@@H]([C@H]1C(=O)c2occc2)c3ccccc3)C(F)(F)F
324.47	3.79	15.71	3	0	0.83	2	1	COc1ccc(CN2CCCN(Cc3ccccc3)[C@H](C)C2)cc1
351.48	5.2	47.04	5	1	0.7	3	3	COc1ccc(Nc2nc(nc3sc4CCCCc4c23)C5CC5)cc1
350.37	0.22	94.17	6	1	0.74	1	3	COc1ccccc1C(=O)NCC(=O)OC(C)C(=O)N2CCOCC2
361.24	2.48	45.97	2	1	0.59	3	3	[Br-].COC(=O)c1ccc[n+](CCc2c[nH]c3ccccc23)c1
364.47	4.85	58.53	3	1	0.66	3	3	Cc1ccc(cc1)S(=O)(=O)Nc2ccccc2\C=N\c3ccccc3C
336.44	3.02	70.9	5	2	0.77	3	1	C(NC12CC(C1)C2)[C@@H]3CC[C@H](CC3)c4nnn5cnc6[nH]ccc6c45
328.32	3.19	78.13	6	1	0.79	3	3	COc1ccc(C2=CC(=O)c3cc(O)ccc3O2)c(OC)c1OC
326.37	0.6	95.94	5	2	0.45	1	3	CC#CCOc1ccc(cc1)S(=O)(=O)N(C)[C@H](C)C(=O)NO
338.35	4.3	33.2	3	0	0.82	2	3	CC(N1C(=O)CSc2cccnc12)c3cccc(c3)C(F)(F)F
349.52	1.65	57.42	6	1	0.77	1	1	CC(C)(CN1CCCC1)CN2CCC(Cn3cc(CCO)nn3)CC2
391.45	2.91	61.44	4	2	0.63	2	3	[Na+].CC1N(C)C(=O)c2ccc(cc12)c3ccc(\C=C/4\[N-]C(=S)NC4=O)s3
322.45	3.52	23.55	2	0	0.81	2	1	CN([C@H](CN1CCCC1)c2ccccc2)C(=O)Cc3ccccc3
374.39	2.92	94.45	7	2	0.54	2	3	COc1cc(\C=C\C(=O)OCCc2cc(OC)c(O)c(OC)c2)ccc1O
371.78	1.42	115.93	8	1	0.73	3	3	COc1ccc(cc1Cl)c2c(C#N)c(N)nc3N(C)C(=O)N(C)C(=O)c23
364.43	2.47	113.16	8	1	0.6	2	3	CCCN1C(=C(Sc2ccc(cc2)[N+](=O)[O-])C(=O)N(CCC)C1=O)N
375.42	4.6	64.61	4	1	0.51	4	3	COc1ccc2oc(c(CCNC(=O)Cc3occc3)c2c1)c4ccccc4
332.43	1.93	67.27	8	0	0.85	2	3	COc1ccnc(n1)N2CCCN(CC2)c3nc(ns3)C4CC4
332.26	3.44	50.95	5	1	0.88	2	3	Cl.Clc1cccc(CSc2oc(nn2)[C@@H]3CCCN3)c1
354.84	4.83	51.22	3	1	0.73	3	3	Cc1ccc2cccc(NC(=O)COc3cc(C)c(Cl)c(C)c3)c2n1
301.43	5.28	4.93	1	0	0.6	3	3	C(Cc1ccccc1)Cn2c3CCCc3cc2c4ccccc4
383.45	1.87	82.11	5	2	0.8	2	3	CCOc1ccc(cc1)C(=O)NCC(=O)N2CCN(CC2)c3ccccc3O
384.81	2.79	66.48	3	1	0.85	1	3	CS(=O)(=O)N(CC(=O)NC1CCC1)c2cc(ccc2Cl)C(F)(F)F
357.5	3.61	67.08	6	1	0.82	2	1	CCCc1cc(CNC2CCN(CC2)c3cc(nc(C)n3)C(C)C)on1
326.78	3.21	55.12	4	1	0.8	3	3	OCCN1C(=Nc2ccccc2C1=O)\C=C\c3ccc(Cl)cc3
326.36	1.36	91.4	4	2	0.65	1	3	CC(NC(=O)Nc1ccccn1)N2C(=O)C3C4CC(C=C4)C3C2=O
378.41	3.67	109.62	6	2	0.72	3	3	NC(=O)c1cn(nc1Nc2cnc3ccc(F)cc3c2)[C@H]4CCCC[C@@H]4C#N
374.19	4.23	68.54	4	1	0.7	3	3	COC(=O)c1oc2ccc(Br)cc2c1NC(=O)c3ccccc3
378.45	4.81	71.78	6	1	0.38	3	3	COc1ccc(cc1)C(=O)\C=C\c2cc(C)c(O)c(\C=N\c3nccs3)c2
339.41	3.97	48.13	2	2	0.74	3	1	CN(C)CCc1c(C)[nH]c2cccc(NC(=O)c3ccc(F)cc3)c12
387.46	3.95	36.67	5	0	0.53	4	3	CN1CCN(CC1)c2cc(nc3cc(nn23)c4ccc(F)cc4)c5ccccc5
390.24	2.96	89.66	6	1	0.73	3	3	CC1CCCN1C(=O)c2cc(N)n3nc(nc3c2)c4oc(Br)cc4
333.39	3.31	56.71	7	0	0.64	1	3	CCOP(=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC
303.39	3.97	28.9	1	1	0.57	4	3	COc1ccc2c(c1)[nH]c3c(C)[n+](Cc4ccccc4)ccc23
312.28	3.45	105.46	4	2	0.57	3	2	COc1cccc(c1)c2ccc(c3[nH]c(cc23)C(=O)O)[N+](=O)[O-]
325.37	2.85	97.32	6	2	0.43	3	1	CN(C)CCNc1ccc(c2nc3ccccc3c(N)c12)[N+](=O)[O-]
365.26	3.96	32.78	3	0	0.83	2	3	COc1ccc(Cl)cc1C(=O)N2CCN(CC2)c3cccc(Cl)c3
389.43	1.78	129.38	7	2	0.77	2	2	CC(C)Oc1nc(cc(O)c1C#N)C(=O)NCc2ccc(cc2)S(=O)(=O)C
340.45	3.7	58.2	4	2	0.62	2	3	CCCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O
304.46	2.36	72.19	5	2	0.89	2	1	CC(C)CNCc1cc2cc(sc2s1)S(=O)(=O)N
359.45	1.8	79.37	4	1	0.88	2	3	O=C(NCc1ccccn1)C2CCN(CC2)S(=O)(=O)c3ccccc3
326.46	3.18	29.46	2	1	0.86	2	3	C[N+]1(C)CCCC(C1)OCC(O)(c2ccccc2)c3ccccc3
326.31	3.2	63.57	4	1	0.63	4	3	FC(F)CN1C(=O)c2cn[nH]c2c3ccc(cc13)c4ccncc4
347.95	2.48	74.6	4	2	0.71	1	2	Oc1ccc(O)c2C(=O)C(=C(Br)C(=O)c12)Br
352.44	2.52	69.56	5	1	0.89	2	0	CN([C@@H]1CC[C@@H]2CN(Cc3ccccc3C(=O)O)C[C@H]12)c4cccnn4
371.03	4.65	49.33	2	2	0.83	2	2	OC(=O)c1ccccc1Nc2cc(Br)cc(Br)c2
310.36	4.14	44.89	1	2	0.44	4	3	O=C1NCc2c1c3c4ccccc4[nH]c3c5Cc6ccccc6c25
351.37	1.9	86.71	8	1	0.6	4	3	C(Oc1ccc2ncc(c3oc4cccnc4c3)n2n1)[C@H]5CNCCO5
306.41	1.45	79.04	4	3	0.7	1	3	O=C(NCCCOC1CCCCC1)C2NCCc3[nH]cnc23
311.41	2.39	38.25	5	0	0.82	2	1	C(Oc1nsnc1[C@@H]2CN3CC[C@H]2C3)C#Cc4ccccc4
342.45	1.73	80.28	6	1	0.92	2	1	CCn1c(N)nc2cc(cnc12)C(=O)N3CCC(CC3)N4CCCC4
367.47	4.25	63.46	4	1	0.75	3	3	CC(C)CCn1cc(C2=NS(=O)(=O)c3ccccc3N2)c4ccccc14
328.37	3.63	90.06	5	1	0.69	2	3	Cn1ncc(c1C(=O)Nc2ccc(cc2)C3CCCCC3)[N+](=O)[O-]
354.41	3.93	69.9	6	0	0.67	3	3	CCOC(=O)c1ncn2c3ccccc3c(C(=O)OC(C)(C)C)c(C)c12
349.38	1.9	83.09	6	1	0.82	1	3	CCC(C)NC(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c3ccccc3
348.15	5.19	29.1	1	1	0.81	2	3	FC(F)(F)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Cl
381.41	2.76	61.88	4	1	0.65	2	3	Fc1cc(\C=C\2/NC(=O)N(Cc3ccccc3)C2=O)ccc1N4CCOCC4
302.74	1.81	82.29	6	0	0.84	2	3	CS(=O)(=O)CCOc1onc(n1)c2ccccc2Cl
346.38	4.04	53.47	6	0	0.7	3	3	COc1cc(cc(OC)c1OC)c2snnc2c3ccc(F)cc3
341.5	3.96	57.61	4	1	0.43	0	2	OC(=O)CCCCCN1C(=S)S\C(=C/C2CCCCC2)\C1=O
301.78	3.26	55.11	5	1	0.8	3	3	CCc1c(C)nc2nncn2c1NCc3ccc(Cl)cc3
348.37	-2.08	138.59	9	1	0.37	1	2	Cn1nnnc1SCC(=O)N2CC[C@@H]3[C@H]2C(=O)N3S(=O)(=O)O
308.21	5.01	47.91	1	3	0.55	2	1	CCc1cccc(NC(=N)Nc2ccc(Cl)cc2Cl)c1
382.42	2.3	84.94	5	1	0.74	2	3	COc1cccc(CNC(=O)COC(=O)c2ccc(cc2)N3CCCC3=O)c1
379.61	6.16	7.12	1	0	0.35	2	3	CCCCCCCCc1ccc(C[n+]2ccc(cc2)N3CCC(C)CC3)cc1
301.39	4.11	19.37	3	0	0.73	3	3	C1CN(C(N1c2ccccc2)c3ccncc3)c4ccccc4
303.75	2.24	99.59	3	4	0.59	3	3	Cl.Nc1nc(c[nH]1)c2ccc(NC(=O)c3ccc[nH]3)cc2
326.42	3.92	55.13	5	1	0.77	3	3	C[C@H](NC\C=C\c1ccccc1)C2=Nc3scc(C)c3C(=O)O2
360.29	4.99	21.06	3	0	0.65	3	1	Clc1cc(Cl)cc(Cn2c(CN3CCCC3)nc4ccccc24)c1
357.79	4.47	67.79	4	2	0.72	3	3	COc1cc(OC)c(NC(=O)c2cc3ccccc3cc2O)cc1Cl
399.68	5.06	56.21	4	1	0.51	4	3	Nc1cc(nc2cc(nn12)c3ccc(Br)cc3)c4ccc(Cl)cc4
363.85	1.77	60.93	4	0	0.77	1	3	CC(N1C(=O)CC(C)C1=O)C(=O)N2CCN(CC2)c3cccc(Cl)c3
338.36	2.66	69.56	5	1	0.78	3	3	COc1ccc2N(CC(=O)Nc3ccccc3OC)C=CC(=O)c2c1
381.23	4.49	46.53	3	1	0.67	3	3	OC1OC(=O)C(=C1c2cccc(c2)c3ccc4ccccc4c3)Br
344.42	3.6	108.97	3	4	0.42	3	1	COc1cc(cc(c1)c2ccc(cc2)C(=N)N)c3ccc(cc3)C(=N)N
363.4	3.6	72.18	5	1	0.6	4	3	Cc1nc2c3cccnc3nn2c(C)c1CCC(=O)Nc4ccccc4F
385.47	5.18	56.15	5	1	0.46	4	3	COC(=O)[C@@H](C)[C@H](c1ccc(Nc2ccc3ccccc3c2)cc1)n4ccnc4
307.4	2.74	46.84	5	0	0.75	3	3	Cn1nc(C2CCCN(Cc3ccccc3)C2)c4nccnc14
310.4	2.38	72.19	6	1	0.5	2	2	CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)O
312.33	2.22	70.08	5	1	0.69	2	3	COc1ccccc1N2C(=O)CC(N(O)c3ccccc3)C2=O
312.37	2.52	69.64	2	2	0.86	2	2	CN(Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)O
308.21	4.44	29.02	3	0	0.82	2	3	Clc1cccc(c1Cl)c2ccc(nn2)N3CCCCC3
348.41	2.39	76.8	6	0	0.73	3	3	Cc1cncc(n1)C2CCN(CC2)C(=O)c3ccc(nc3)n4cccn4
357.58	1.48	112.7	5	3	0.42	1	3	OCC(NC(=O)C(Cl)(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-]
398.26	4.2	48.64	5	0	0.62	3	3	Brc1ccc(CO\N=C\2/C(COc3ccccc23)n4ccnc4)cc1
370.53	4.52	43.6	7	1	0.41	4	3	Sc1nnc(CSc2nc3ccccc3s2)n1Cc4ccccc4
303.75	1.67	71.09	3	2	0.84	2	3	Clc1ccc(CNC(=O)C(=O)NCc2ccccn2)cc1
323.4	3.92	53.93	2	1	0.93	2	3	CN1CCC/C/1=N\C(=O)Nc2ccc(OCc3ccccc3)cc2
394.81	4.07	69.68	5	1	0.72	3	3	Clc1ccc(cc1)c2ccnc3OC(Cc23)C(=O)Nc4ccc5OCOc5c4
335.43	3.34	37.61	4	0	0.64	3	3	Cc1cn2cc(cc2c(n1)C#Cc3ccsc3)C(=O)N4CCCC4
396.84	0.56	115.58	10	3	0.62	2	3	Cn1cc(Nc2ncc(Cl)c(NC3COC4C(COC34)OCCO)n2)cn1
347.5	4.9	69.56	3	3	0.39	1	2	C[C@@H](CCC=C(C)C)c1ccc(C)c(CNCCCCC(=O)O)c1O
322.28	3.18	46.53	3	1	0.86	2	3	COC(=O)Cc1ccc2c3ccccc3C(O)(c2c1)C(F)(F)F
363.12	-2.21	153.46	8	5	0.38	2	3	OC[C@H]1OC([C@H](O)[C@@H]1O)n2c(Br)nc3C(=O)NC(=O)Nc23
383.86	5.31	60.06	5	1	0.52	4	3	Cn1nc(cc1c2ccc(s2)C(=O)Nc3ccccc3Cl)c4occc4
373.61	6.37	21.59	3	0	0.23	0	3	CO[C@H](CC\C(=C\C=C\CC\C=C/[C@@H]1CSC(=N1)[C@H]2C[C@H]2C)\C)CC=C
394.48	3.46	95.17	5	3	0.62	3	1	COC1CCN(CC1)c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23
323.45	1.79	60.64	8	1	0.86	2	3	CCN1C(=S)N2CCCN3C(=S)N(CC)C(=O)C(=C23)C1=N
374.87	3.91	41.35	3	2	0.41	3	3	CNC(=S)N\N=C\c1cn(Cc2c(F)cccc2Cl)c3ccccc13
343.45	2.72	51.8	3	1	0.68	1	3	Cc1nc(N)c(CC(Br)CBr)c(Cl)n1
312.41	2.59	41.9	3	0	0.84	1	3	O=C(CC1=NC2(CCCC2)Cc3ccccc13)N4CCOCC4
323.4	3.07	53.93	4	1	0.92	2	3	CCc1ccccc1NC2=NCC(=O)N2Cc3ccc(OC)cc3
398.54	6.26	77.76	3	3	0.35	2	2	CCCCCCCCCCc1ccc(CCc2cc(O)cc(O)c2C(=O)O)cc1
357.41	3.45	74.6	6	0	0.28	2	3	CCOC(=O)c1ccc(OCCCCC(=O)c2cc(C=O)n(C)c2)cc1
342.44	2.25	95.94	4	2	0.8	0	2	CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(CC1)C(=O)O
399.54	6.3	44.7	2	1	0.36	3	3	CCCC(=O)N(CC(C)\C(=N/c1ccccc1)\Nc2ccccc2)c3ccccc3
339.37	3.22	63.99	4	1	0.78	3	3	Cc1cccc2c1cnn2C(=O)CCC(=O)NCc3ccc(F)cc3
365.43	3.94	51.91	5	0	0.66	3	1	COc1ccc(cc1)C2=COc3cc(OCCN4CCCC4)ccc3C2=O
342.42	2.2	50.16	4	1	0.93	2	3	Cn1cc(cn1)C2CC(=O)NC23CCN(Cc4cccc(F)c4)CC3
339.44	1.53	61.36	5	1	0.9	2	3	Cc1cc(C)nc(n1)N2CCN(CC(=O)NCc3ccccc3)CC2
356.47	4.21	52.74	3	3	0.43	4	1	CNCCNCc1cccc(c1)c2ccc(cc2)c3nc4ccccc4[nH]3
381.45	2.78	58.1	4	1	0.74	3	1	Fc1ccc(CC2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2)cc1
